Iteration,Loss
2730,1.383451557159424
2740,1.3401546955108643
2750,1.4004014015197754
2760,1.3767220854759217
2770,1.3411230087280273
2780,1.3427114605903625
2790,1.3358035683631897
2800,1.3314339995384217
2810,1.4422581553459168
2820,1.4427576303482055
2830,1.342315924167633
2840,1.4333934664726258
2850,1.3329047203063964
2860,1.436354970932007
2870,1.345044767856598
2880,1.3788697242736816
2890,1.3787270665168763
2900,1.4144548416137694
2910,1.266360104084015
2920,1.337191069126129
2930,1.4443470358848571
2940,1.3589938879013062
2950,1.3733370780944825
2960,1.333631157875061
2970,1.4201515555381774
2980,1.3021496117115021
2990,1.3465084433555603
3000,1.4119146585464477
3010,1.3203485608100891
3020,1.3071802854537964
3030,1.354570496082306
3040,1.2560925841331483
3050,1.5085469245910645
3060,1.3535298585891724
3070,1.394963002204895
3080,1.3495999217033385
3090,1.2874643921852111
3100,1.2558388829231262
3110,1.3742177605628967
3120,1.3040330588817597
3130,1.375707745552063
3140,1.3302121877670288
3150,1.3646273136138916
3160,1.3417994737625123
3170,1.3449363946914672
3180,1.4072898626327515
3190,1.462477695941925
3200,1.2389549255371093
3210,1.382313644886017
3220,1.3559465050697326
3230,1.401104497909546
3240,1.397977888584137
3250,1.4319427847862243
3260,1.336201536655426
3270,1.4287518858909607
3280,1.254423475265503
3290,1.3607234001159667
3300,1.3926642298698426
3310,1.3064685344696045
3320,1.2514106631278992
3330,1.3284119963645935
3340,1.3580277800559997
3350,1.3302012085914612
3360,1.2612106025218963
3370,1.466180682182312
3380,1.2821240782737733
3390,1.338122844696045
3400,1.2814570188522338
3410,1.3446895122528075
3420,1.3414389967918396
3430,1.3500847697257996
3440,1.363887858390808
3450,1.340141773223877
3460,1.4003554582595825
3470,1.3305264949798583
3480,1.3817842602729797
3490,1.301408576965332
3500,1.331759548187256
3510,1.3629596829414368
3520,1.3541580438613892
3530,1.3505555748939515
3540,1.3509540677070617
3550,1.3430123209953309
3560,1.3653146624565125
3570,1.4237453818321228
3580,1.3657057166099549
3590,1.2794567704200746
3600,1.3596412062644958
3610,1.5520441770553588
3620,1.3606602668762207
3630,1.3304879069328308
3640,1.377067470550537
3650,1.2912137806415558
3660,1.3192747354507446
3670,1.3975216269493103
3680,1.390930724143982
3690,1.4008278727531434
3700,1.4149863004684449
3710,1.334546971321106
3720,1.3573976159095764
3730,1.3010455250740052
3740,1.3271703600883484
3750,1.511716890335083
3760,1.3380613207817078
3770,1.3349341869354248
3780,1.3855824232101441
3790,1.3721673727035522
3800,1.3698425531387328
3810,1.37284095287323
3820,1.2968865275382995
3830,1.412795114517212
3840,1.417978537082672
3850,1.4456992745399475
3860,1.4479076981544494
3870,1.4167972922325134
3880,1.3492502689361572
3890,1.377333402633667
3900,1.3190816998481751
3910,1.4129351377487183
3920,1.3798465013504029
3930,1.2741986870765687
3940,1.3526571393013
3950,1.3657064080238341
3960,1.3259332656860352
3970,1.3916088938713074
3980,1.365708839893341
3990,1.430310809612274
4000,1.37152042388916
4010,1.3839356780052186
4020,1.3981438398361206
4030,1.3801833629608153
4040,1.4153385996818542
4050,1.3294410467147828
4060,1.2594685554504395
4070,1.3751143097877503
4080,1.2758602738380431
4090,1.3527128458023072
4100,1.3740267276763916
4110,1.3359280347824096
4120,1.4133348345756531
4130,1.2925270795822144
4140,1.3957112908363343
4150,1.3098875880241394
4160,1.2966677784919738
4170,1.3928286194801331
4180,1.3799084186553956
4190,1.3623077988624572
4200,1.327405536174774
4210,1.352225124835968
4220,1.276910948753357
4230,1.3507495641708374
4240,1.2985393166542054
4250,1.281178855895996
4260,1.3179182052612304
4270,1.3047324419021606
4280,1.3867784500122071
4290,1.3082394301891327
4300,1.3238959550857543
4310,1.3479864001274109
4320,1.404868233203888
4330,1.3697006940841674
4340,1.422524869441986
4350,1.3146230816841125
4360,1.371597957611084
4370,1.2755605220794677
4380,1.3254733681678772
4390,1.3217243075370788
4400,1.3722935557365417
4410,1.2780273318290711
4420,1.2843165397644043
4430,1.3485907077789308
4440,1.2845088243484497
4450,1.2621091842651366
4460,1.4143863677978517
4470,1.3742220401763916
4480,1.335933303833008
4490,1.3832464933395385
4500,1.4548475623130799
4510,1.3467697381973267
4520,1.3796300768852234
4530,1.3616032123565673
4540,1.3975661396980286
4550,1.4137257575988769
4560,1.4109970808029175
4570,1.3462772369384766
4580,1.3352567195892333
4590,1.4011879801750182
4600,1.3683857083320619
4610,1.3980015993118287
4620,1.3784066677093505
4630,1.3891424655914306
4640,1.3527841448783875
4650,1.3710490822792054
4660,1.3716542840003967
4670,1.3280152916908263
4680,1.3609147667884827
4690,1.4005681991577148
4700,1.2871570348739625
4710,1.3375650882720946
4720,1.3046888828277587
4730,1.313925552368164
4740,1.361614501476288
4750,1.411250901222229
4760,1.2820876717567444
4770,1.3917046904563903
4780,1.4330989122390747
4790,1.2458738565444947
4800,1.3782557606697083
4810,1.319714903831482
4820,1.3448105335235596
4830,1.2869543194770814
4840,1.3320562839508057
4850,1.4579148650169373
4860,1.3665911555290222
4870,1.2818625450134278
4880,1.3174703955650329
4890,1.3068140745162964
4900,1.3591286301612855
4910,1.3168558597564697
4920,1.1983709454536438
4930,1.303915309906006
4940,1.3126870274543763
4950,1.3650549173355102
4960,1.3477792143821716
4970,1.3755094885826111
4980,1.3870908856391906
4990,1.3464024186134338
5000,1.308463805913925
